QuestID	QuestName	Class	CanShare	CanRepeat	CanAssist	NeedAccept	IsEscortQuest	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	MinLevel	MaxLevel	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	IsCancelDeleteRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	IsCancelDeleteRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	IsCancelDeleteRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	IsCancelDeleteRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	EndRequireItemType5	EndRequireItemIndex5	EndRequireItemAmount5	IsDeleteEndRequireItem5	IsCancelDeleteRequireItem5	DropNpcTemplateID5	DropDoodadTemplateID5	DropItemRate5	IsDropForEach5	EndRequireItemType6	EndRequireItemIndex6	EndRequireItemAmount6	IsDeleteEndRequireItem6	IsCancelDeleteRequireItem6	DropNpcTemplateID6	DropDoodadTemplateID6	DropItemRate6	IsDropForEach6	EndRequireItemType7	EndRequireItemIndex7	EndRequireItemAmount7	IsDeleteEndRequireItem7	IsCancelDeleteRequireItem7	DropNpcTemplateID7	DropDoodadTemplateID7	DropItemRate7	IsDropForEach7	EndRequireItemType8	EndRequireItemIndex8	EndRequireItemAmount8	IsDeleteEndRequireItem8	IsCancelDeleteRequireItem8	DropNpcTemplateID8	DropDoodadTemplateID8	DropItemRate8	IsDropForEach8	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValue2	QuestValue3	QuestValue4	QuestValue5	QuestValue6	QuestValue7	QuestValue8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	RelationDoodadID5	RelationDoodadID6	RelationDoodadID7	RelationDoodadID8	HidePresent	PresentAll1	PresentAll2	PresentAccordToForce1	PresentAccordToForce2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentItemType9	PresentItemIndex9	PresentItemAmount9	PresentItemType10	PresentItemIndex10	PresentItemAmount10	PresentItemType11	PresentItemIndex11	PresentItemAmount11	PresentItemType12	PresentItemIndex12	PresentItemAmount12	PresentItemType13	PresentItemIndex13	PresentItemAmount13	PresentItemType14	PresentItemIndex14	PresentItemAmount14	PresentItemType15	PresentItemIndex15	PresentItemAmount15	PresentItemType16	PresentItemIndex16	PresentItemAmount16	PresentItemType17	PresentItemIndex17	PresentItemAmount17	PresentItemType18	PresentItemIndex18	PresentItemAmount18	PresentItemType19	PresentItemIndex19	PresentItemAmount19	PresentItemType20	PresentItemIndex20	PresentItemAmount20	PresentItemType21	PresentItemIndex21	PresentItemAmount21	PresentItemType22	PresentItemIndex22	PresentItemAmount22	PresentItemType23	PresentItemIndex23	PresentItemAmount23	PresentItemType24	PresentItemIndex24	PresentItemAmount24	PresentItemType25	PresentItemIndex25	PresentItemAmount25	PresentItemType26	PresentItemIndex26	PresentItemAmount26	PresentItemType27	PresentItemIndex27	PresentItemAmount27	PresentItemType28	PresentItemIndex28	PresentItemAmount28	PresentItemType29	PresentItemIndex29	PresentItemAmount29	PresentItemType30	PresentItemIndex30	PresentItemAmount30	PresentItemType31	PresentItemIndex31	PresentItemAmount31	PresentItemType32	PresentItemIndex32	PresentItemAmount32	PresentExp	PresentMoney	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest	RewardSkillID	CostMoney	RequireSchoolMask	RequireReputeAll	RequireForceID1	RequireReputeLevelMin1	RequireReputeLevelMax1	RequireForceID2	RequireReputeLevelMin2	RequireReputeLevelMax2	RequireForceID3	RequireReputeLevelMin3	RequireReputeLevelMax3	RequireForceID4	RequireReputeLevelMin4	RequireReputeLevelMax4	_ExpRewardType	_RunTime	_RestTime	_DropItemKills1	_DropItemKills2	_DropItemKills3	_DropItemKills4	_ExpRewardInfo	_IsAssistByScript	_ScriptExtraExp	_IsCalcExpByScript	_ScriptDifficulty	PresentAssistThew	PresentAssistStamina	PresentAssistFriendship	RequireCamp	_DropItemKills5	_DropItemKills6	_DropItemKills7	_DropItemKills8	PresentPrestige	PresentCoinType1	PresentCoinAmount1	PresentContribution	AchievementID	PresentTrain	TeamRequireMode	RequireApprentice	AssistMentorValue	TitlePoint	AddTongDevelopmentPoint	AddTongFund	PresentJustice	PresentExamPrint	PresentActivityAward	PresentArenaAward	PresentExp2Contribution	RewardSkillMaxLevel	Activity	HungUp	AddTongResource	IsAdventure	PreAdventureTaskID	AfterAdventureTaskID	PlayerIdentityType	PlayerIdentityExp	SystemQuest	NextQuestID	AssistNewbie	RewardSkillID1	RewardSkillMaxLevel1	_Notation	RemoteComplete	PresentVigor	BindDoodadID1	BindDoodadID2	BindDoodadID3	BindDoodadID4	BindDoodadID5	BindDoodadID6	BindDoodadID7	BindDoodadID8	AssistMentorAward	PresentItemType33	PresentItemIndex33	PresentItemAmount33	PresentItemType34	PresentItemIndex34	PresentItemAmount34	PresentItemType35	PresentItemIndex35	PresentItemAmount35	PresentItemType36	PresentItemIndex36	PresentItemAmount36	PresentItemType37	PresentItemIndex37	PresentItemAmount37	PresentItemType38	PresentItemIndex38	PresentItemAmount38	PresentItemType39	PresentItemIndex39	PresentItemAmount39	PresentItemType40	PresentItemIndex40	PresentItemAmount40	PresentItemType41	PresentItemIndex41	PresentItemAmount41	PresentItemType42	PresentItemIndex42	PresentItemAmount42	PresentItemType43	PresentItemIndex43	PresentItemAmount43	PresentItemType44	PresentItemIndex44	PresentItemAmount44	PresentItemType45	PresentItemIndex45	PresentItemAmount45	PresentItemType46	PresentItemIndex46	PresentItemAmount46	PresentItemType47	PresentItemIndex47	PresentItemAmount47	PresentItemType48	PresentItemIndex48	PresentItemAmount48	PresentItemType49	PresentItemIndex49	PresentItemAmount49	PresentItemType50	PresentItemIndex50	PresentItemAmount50	PresentItemType51	PresentItemIndex51	PresentItemAmount51	PresentItemType52	PresentItemIndex52	PresentItemAmount52	PresentItemType53	PresentItemIndex53	PresentItemAmount53	PresentItemType54	PresentItemIndex54	PresentItemAmount54	PresentItemType55	PresentItemIndex55	PresentItemAmount55	PresentItemType56	PresentItemIndex56	PresentItemAmount56	PresentItemType57	PresentItemIndex57	PresentItemAmount57	PresentItemType58	PresentItemIndex58	PresentItemAmount58	PresentItemType59	PresentItemIndex59	PresentItemAmount59	PresentItemType60	PresentItemIndex60	PresentItemAmount60	PresentItemType61	PresentItemIndex61	PresentItemAmount61	PresentItemType62	PresentItemIndex62	PresentItemAmount62	PresentItemType63	PresentItemIndex63	PresentItemAmount63	PresentItemType64	PresentItemIndex64	PresentItemAmount64
270	忆	9	1	0	0	1	0	100	0	10	1362	0	0	0	100	999999999	0	0	0	1	1104	0	0	0	282	0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1362	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0								1048576									1048576									1048576									1048576		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																													69770	22700	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Map/寇岛/quest/忆.lua	寇岛	123	0	0	0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--10350;下限经验--8300;上限经验--12400;期望杀怪总数(供参考)--26个普通怪	0		0	2	0	0	0											330			0		5	12		0			70																										0																																																																																																
282	防	9	1	0	0	1	0	100	0	10	1295	0	0	0	100	999999999	0	0	0	1	270	0	0	0	324	0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1295	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0								1048576									1048576									1048576									1048576		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																													69770	22700	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Map/寇岛/quest/防.lua	寇岛	123	0	0	0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		600	5	0	0	0	0	参考经验--10350;下限经验--8300;上限经验--12400;期望杀怪总数(供参考)--5个普通怪	0		0	2	0	0	0											330			0		5	12		0			70																										0																																																																																																
324	江南名捕（废弃）	9	1	0	0	1	0	255	0	10	1295	0	0	0	255	999999999	0	0	0	1	282	0	0	0	0	0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1834	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0								1048576									1048576									1048576									1048576		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																						0	0									0	0	0	0	0		寇岛	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		6000	5	0	0	0	0	参考经验--1450;下限经验--0;上限经验--2650;期望杀怪总数(供参考)--0个普通怪	0			2	0	0	0											1			0			0		0			0			1																							0																																																																																																
1054	虚拟前置任务	9	0		0	0		255		10					255																																																		10													1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																							18088	3200															寇岛		0																								参考经验--1400;下限经验--0;上限经验--2500;期望杀怪总数(供参考)--2个普通怪	0		1	1	0	0	0											120			0			0		0			17																										0																																																																																																
1056	传信星野	9			1			100		10	1269				100						1323																																												10	1439												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																			1				5	8028	731																																																																																														69770	25200	43	25												scripts/Map/寇岛/quest/传信星野.lua	寇岛		0						0	12											90						参考经验--10300;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--27个普通怪			1		4	4	5											330			5		4	9		0			70			0																							5																																																																																																
1057	少林高僧	9			0			100		10	1282				100						1054																																												10	1282												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576										1																																																																																																																													69770	22700														scripts/Map/寇岛/quest/少林高僧.lua	寇岛		0																		30						参考经验--10350;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--30个普通怪	0		0		0	0	0											330			0		5	12		0			70																										0																																																																																																
1060	失踪伙伴（废弃）	9			0			255		10	1270				255						2820				2534																																								10	1273												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																							0	0	43	25													寇岛		0																		150						参考经验--1400;下限经验--0;上限经验--2500;期望杀怪总数(供参考)--0个普通怪					0	0	0											1			0		1	2		0			0			1																							0																																																																																																
1061	发疯的海盗	9			1			100		10	1273				100					1	1063	2533	1065																																										10	1273												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576		1284	8																																1	1	1	1																																																																																																	76950	25000														scripts\Map\寇岛\quest\发疯的海盗.lua	寇岛		0																	2							参考经验--10350;下限经验--8250;上限经验--12400;参考杀怪总数--26个普通怪	0				4	4	5											350			5		6	14		0			77			0																							5																																																																																																
1062	丢失的货物	9			1			100		10	1270				100						17733																																												10	1270					5	149	5				216	1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																										216									1	1	1	1																																																																																																	69770	22700	43	150												scripts\Map\寇岛\quest\丢失的货物.lua	寇岛								0	12										2	90						参考经验--10300;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--27个普通怪					4	4	5											330			5			0		0			70			0																							5																																																																																																
1063	试药——海星	9			1			100		10	1268				100						2556																																												10	1268					5	155	5				223	1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																										223									1																																																																																																				69770	22700														scripts\Map\寇岛\quest\蔓荆.lua	寇岛		0																	2	180						参考经验--10350;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--23个普通怪	0				4	4	5											330			5		6	14		0			70																										5																																																																																																
1065	蔓荆	9			1			100		10	1268				100						2556																																												10	1268					5	163	5				217	1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																										217																																																																																																													69770	22700														scripts\Map\寇岛\quest\蔓荆.lua	寇岛		0																	2	90						参考经验--10350;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--27个普通怪	0				4	4	5											330			5		6	14		0			70																										5																																																																																																
1066	遗愿	9			0			100		10	1268				100						1061																																												10	1265				300								1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																							19237	3100														scripts\Map\寇岛\quest\求救.lua	寇岛		0																		30						参考经验--1850;下限经验--0;上限经验--3300;期望杀怪总数(供参考)--7个普通怪	0			1	0	0	0											60			0		2	4		0			20																										0																																																																																																
1067	命由天定	9	0		0			100		10	1368				100						1066																																												10	1268												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576										1																									1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																	76950	25000														scripts/Map/寇岛/quest/HD/命由天定私有护送.lua	寇岛		0																		720						参考经验--15100;下限经验--12100;上限经验--18150;期望杀怪总数(供参考)--10个普通怪	0		0		0	0	0											350			0		6	14		0			77																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
1068	丢失的日记	9			1			100		10	1273				100						17061																																5	3242	1										10	1267					5	3242	1					1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																			1				5	8028	939																																																																																														19237	3100															寇岛		0																	2	210						参考经验--10350;下限经验--8250;上限经验--12400;期望杀怪总数(供参考)--22个普通怪	1		0	1	4	4	5											180			5		2	4		0			20																										5																																																																																																
1070	萤火虫	9			0			100		10	1264				100						15148				1071																												5	159	1										10	1264					5	158	1					1048576		5	159	1					1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																							17442	3200															寇岛		0																	2	90						参考经验--1800;下限经验--0;上限经验--3250;期望杀怪总数(供参考)--5个普通怪	1		1	1	0	0	0											170			0		2	4		0			17																										0																																																																																																
1071	海中灯	9			0			100		10	1264				100						1070																																5	167	1										10	1264												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576										1																													0	0	0	0	0	0																																																																																											69770	22700															寇岛		0																		240						参考经验--1800;下限经验--0;上限经验--3250;期望杀怪总数(供参考)--0个普通怪	0				0	0	0										694	330			0		6	15		0			70																										0																																																																																																
1072	蟹子	9			1			100		10	1367				100						2555				1074																																								10	1367					5	154	5			1291		880804	1								1048576									1048576									1048576									1048576									1048576									1048576									1048576																																			1				5	8028	951																																																																																														69770	22700															寇岛		0																	2	270		6				参考经验--6150;下限经验--4950;上限经验--7400;期望杀怪总数(供参考)--12个普通怪					4	4	5											330			5		6	15		0			70																										5																																																																																																
