QuestID	QuestName	Class	CanShare	CanRepeat	CanAssist	NeedAccept	IsEscortQuest	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	MinLevel	MaxLevel	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	IsCancelDeleteRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	IsCancelDeleteRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	IsCancelDeleteRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	IsCancelDeleteRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	EndRequireItemType5	EndRequireItemIndex5	EndRequireItemAmount5	IsDeleteEndRequireItem5	IsCancelDeleteRequireItem5	DropNpcTemplateID5	DropDoodadTemplateID5	DropItemRate5	IsDropForEach5	EndRequireItemType6	EndRequireItemIndex6	EndRequireItemAmount6	IsDeleteEndRequireItem6	IsCancelDeleteRequireItem6	DropNpcTemplateID6	DropDoodadTemplateID6	DropItemRate6	IsDropForEach6	EndRequireItemType7	EndRequireItemIndex7	EndRequireItemAmount7	IsDeleteEndRequireItem7	IsCancelDeleteRequireItem7	DropNpcTemplateID7	DropDoodadTemplateID7	DropItemRate7	IsDropForEach7	EndRequireItemType8	EndRequireItemIndex8	EndRequireItemAmount8	IsDeleteEndRequireItem8	IsCancelDeleteRequireItem8	DropNpcTemplateID8	DropDoodadTemplateID8	DropItemRate8	IsDropForEach8	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValue2	QuestValue3	QuestValue4	QuestValue5	QuestValue6	QuestValue7	QuestValue8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	RelationDoodadID5	RelationDoodadID6	RelationDoodadID7	RelationDoodadID8	HidePresent	PresentAll1	PresentAll2	PresentAccordToForce1	PresentAccordToForce2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentItemType9	PresentItemIndex9	PresentItemAmount9	PresentItemType10	PresentItemIndex10	PresentItemAmount10	PresentItemType11	PresentItemIndex11	PresentItemAmount11	PresentItemType12	PresentItemIndex12	PresentItemAmount12	PresentItemType13	PresentItemIndex13	PresentItemAmount13	PresentItemType14	PresentItemIndex14	PresentItemAmount14	PresentItemType15	PresentItemIndex15	PresentItemAmount15	PresentItemType16	PresentItemIndex16	PresentItemAmount16	PresentItemType17	PresentItemIndex17	PresentItemAmount17	PresentItemType18	PresentItemIndex18	PresentItemAmount18	PresentItemType19	PresentItemIndex19	PresentItemAmount19	PresentItemType20	PresentItemIndex20	PresentItemAmount20	PresentItemType21	PresentItemIndex21	PresentItemAmount21	PresentItemType22	PresentItemIndex22	PresentItemAmount22	PresentItemType23	PresentItemIndex23	PresentItemAmount23	PresentItemType24	PresentItemIndex24	PresentItemAmount24	PresentItemType25	PresentItemIndex25	PresentItemAmount25	PresentItemType26	PresentItemIndex26	PresentItemAmount26	PresentItemType27	PresentItemIndex27	PresentItemAmount27	PresentItemType28	PresentItemIndex28	PresentItemAmount28	PresentItemType29	PresentItemIndex29	PresentItemAmount29	PresentItemType30	PresentItemIndex30	PresentItemAmount30	PresentItemType31	PresentItemIndex31	PresentItemAmount31	PresentItemType32	PresentItemIndex32	PresentItemAmount32	PresentExp	PresentMoney	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest	RewardSkillID	CostMoney	RequireSchoolMask	RequireReputeAll	RequireForceID1	RequireReputeLevelMin1	RequireReputeLevelMax1	RequireForceID2	RequireReputeLevelMin2	RequireReputeLevelMax2	RequireForceID3	RequireReputeLevelMin3	RequireReputeLevelMax3	RequireForceID4	RequireReputeLevelMin4	RequireReputeLevelMax4	_ExpRewardType	_RunTime	_RestTime	_DropItemKills1	_DropItemKills2	_DropItemKills3	_DropItemKills4	_ExpRewardInfo	_IsAssistByScript	_ScriptExtraExp	_IsCalcExpByScript	_ScriptDifficulty	PresentAssistThew	PresentAssistStamina	PresentAssistFriendship	RequireCamp	_DropItemKills5	_DropItemKills6	_DropItemKills7	_DropItemKills8	PresentPrestige	PresentCoinType1	PresentCoinAmount1	PresentContribution	AchievementID	PresentTrain	TeamRequireMode	RequireApprentice	AssistMentorValue	TitlePoint	AddTongDevelopmentPoint	AddTongFund	PresentJustice	PresentExamPrint	PresentActivityAward	PresentArenaAward	PresentExp2Contribution	RewardSkillMaxLevel	Activity	HungUp	AddTongResource	IsAdventure	PreAdventureTaskID	AfterAdventureTaskID	PlayerIdentityType	PlayerIdentityExp	SystemQuest	NextQuestID	AssistNewbie	RewardSkillID1	RewardSkillMaxLevel1	_Notation	RemoteComplete	PresentVigor	BindDoodadID1	BindDoodadID2	BindDoodadID3	BindDoodadID4	BindDoodadID5	BindDoodadID6	BindDoodadID7	BindDoodadID8	AssistMentorAward	PresentItemType33	PresentItemIndex33	PresentItemAmount33	PresentItemType34	PresentItemIndex34	PresentItemAmount34	PresentItemType35	PresentItemIndex35	PresentItemAmount35	PresentItemType36	PresentItemIndex36	PresentItemAmount36	PresentItemType37	PresentItemIndex37	PresentItemAmount37	PresentItemType38	PresentItemIndex38	PresentItemAmount38	PresentItemType39	PresentItemIndex39	PresentItemAmount39	PresentItemType40	PresentItemIndex40	PresentItemAmount40	PresentItemType41	PresentItemIndex41	PresentItemAmount41	PresentItemType42	PresentItemIndex42	PresentItemAmount42	PresentItemType43	PresentItemIndex43	PresentItemAmount43	PresentItemType44	PresentItemIndex44	PresentItemAmount44	PresentItemType45	PresentItemIndex45	PresentItemAmount45	PresentItemType46	PresentItemIndex46	PresentItemAmount46	PresentItemType47	PresentItemIndex47	PresentItemAmount47	PresentItemType48	PresentItemIndex48	PresentItemAmount48	PresentItemType49	PresentItemIndex49	PresentItemAmount49	PresentItemType50	PresentItemIndex50	PresentItemAmount50	PresentItemType51	PresentItemIndex51	PresentItemAmount51	PresentItemType52	PresentItemIndex52	PresentItemAmount52	PresentItemType53	PresentItemIndex53	PresentItemAmount53	PresentItemType54	PresentItemIndex54	PresentItemAmount54	PresentItemType55	PresentItemIndex55	PresentItemAmount55	PresentItemType56	PresentItemIndex56	PresentItemAmount56	PresentItemType57	PresentItemIndex57	PresentItemAmount57	PresentItemType58	PresentItemIndex58	PresentItemAmount58	PresentItemType59	PresentItemIndex59	PresentItemAmount59	PresentItemType60	PresentItemIndex60	PresentItemAmount60	PresentItemType61	PresentItemIndex61	PresentItemAmount61	PresentItemType62	PresentItemIndex62	PresentItemAmount62	PresentItemType63	PresentItemIndex63	PresentItemAmount63	PresentItemType64	PresentItemIndex64	PresentItemAmount64
15570	多年心病须心药	3708	0	0	0		0	95	0	247	51801	0	0	0	93	999999999	0	0	0		15704					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51761	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																		10000	0	0	0	0	0	0	0	0	0	0	100	0	0	scripts/Map/梦回稻香/quest/秋叶青_开启李复探望.lua	梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--26个普通怪	0		1	2	0	0	0	7	0	0	0	0	0	-1	0	0	-1		0		0	0		0	0	0	0	0				0																							0																																																																																																
15571	大眼心中有所忧	3708	0	0	0	1	0	95	0	247	27567	0	0	0	93	999999999	0	0	0		15562					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	27567	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																		10000	0	0	0	0	0	0	0	0	0	0	100	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--12700;下限经验--0;上限经验--22850;期望杀怪总数(供参考)--7个普通怪	0			2	0	0	0	7	0	0	0	0	0	-1	0	0	-1		0	0	0	0		0	0	0	0	0			0		0																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
15572	初试轻功寻张强	3708	0	0	0	1	0	95	0	247	51761	0	0	0	93	999999999	0	0	0		15569					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51765	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																		10000	0	0	0	0	0	0	0	0	0	0	100	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--12700;下限经验--0;上限经验--22850;期望杀怪总数(供参考)--7个普通怪	0			2	0	0	0	7	0	0	0	0	0	-1	0	0	-1		0		0	0		0	0	0	0	0																											0																																																																																																
15573	莫雨·开启支线	3708	0	0	0	0	0	255	0	247	51765	0	0	0	253	999999999	0	0	0		15593					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51765	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																			0	0	0	0	0	0	0	0	0	0	100	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)	0			2	0	0	0	7	0	0	0	0	0	-1	0	0	-1	0	0		0	0	0	0	0	0	0	0				1																							0																																																																																																
15574	惊魂甫定除强盗	3708	0					95		247	51765				93						15572																																												247	51765												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576		51749	5																																1																																																																																																					10000														scripts\Map\梦回稻香\quest\魂稍定杀伐四起.lua	梦回稻香		0																	2	150						参考经验--70100;下限经验--56100;上限经验--84150;期望杀怪总数(供参考)--39个普通怪	1		1	4	0	0	0												0		0			0																															0																																																																																																
15575	勇闯野林救老友	3708	0	0	0	1	0	95	0	247	51765	0	0	0	93	999999999	0	0	0		15574					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51776	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0								1048576									1048576									1048576									1048576		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																														10000	0	0	0	0	0	0	0	0	0	0	0	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12								参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--26个普通怪	0		1		0	0	0												0		0			0																															0																																																																																																
15576	为报血仇除杀手	3708	0					95		247	51776				93						15575																																												247	51776												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576		51752	3																																																																																																																																					10000														scripts\Map\梦回稻香\quest\人面兽心贼重重.lua	梦回稻香		0																								参考经验--70100;下限经验--56100;上限经验--84150;期望杀怪总数(供参考)--40个普通怪	1		1	4	0	0	0												0		0			0																															0																																																																																																
15577	流氓毛贼扰村庄	3708	0					95		247	51776				93						15576																																												247	51776												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576		51745	5	51746	5																														1																																																																																																					10000															梦回稻香		0																	2	600						参考经验--70100;下限经验--56100;上限经验--84150;期望杀怪总数(供参考)--19个普通怪			1	4	0	0	0												0		0			0																															0																																																																																																
15578	疾步如飞报村长	3708	0					95		247	51776				93						15577																																												247	51772																														1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																								10000														scripts\Map\梦回稻香\quest\重围奔现嘶鸣马.lua	梦回稻香		0																	2	300						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--18个普通怪			1		0	0	0												0		0			0																															0																																																																																																
15579	常守村口大石急	3708	0	0	0	1	0	95	0	247	51772	0	0	0	93	999999999	0	0	0		15578					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51759	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0						0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																														10000	0	0	0	0	0	0	0	0	0	0	100	0	0	scripts\Map\梦回稻香\quest\长守村口大石急.lua	梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--26个普通怪	0		1		0	0	0	7	0	0	0	0	0	-1	0	0	-1		0		0			0																															0																																																																																																
15580	火烧董豹泄怒火	3708	0					95		247	51759				93						15579																																												247	51800																					1048576									1048576									1048576									1048576									1048576									1048576									1048576										1																144									1																																																																																																					10000														scripts\Map\梦回稻香\quest\急中生智火烧贼.lua	梦回稻香		0																		300						参考经验--53650;下限经验--42900;上限经验--64400;期望杀怪总数(供参考)--28个普通怪	1		1	3	0	0	0												0		0			0																															0																																																																																																
15581	心急民兵却误事	3708	0		0			95		247	51800				93						15580																																												247	51772												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																			1																																																																																																					10000														scripts\Map\梦回稻香\quest\为免报复严戒备.lua	梦回稻香		0																		300						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--18个普通怪			1		0	0	0												0		0			0																															0																																																																																																
15582	大侠墓中藏何物	3708	0					95		247	51772				93						15581																																												247	51768												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576										1																149																																																																																																														10000														scripts\Map\梦回稻香\quest\马不停蹄信物无.lua	梦回稻香		0																		600						参考经验--53650;下限经验--42900;上限经验--64400;期望杀怪总数(供参考)--15个普通怪	1		1	3	0	0	0												0		0			0																															0																																																																																																
15583	小童呼救怒出招	3708	0		0			95		247	51768				93						15582																																												247	51762																					1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																								10000														scripts\Map\梦回稻香\quest\毛毛任务完成.lua	梦回稻香		0																	2	240						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--21个普通怪			1		0	0	0												0		0			0																															0																																																																																																
15584	信物已失当如何	3708	0	0	0	1	0	95	0	247	51762	0	0	0	93	999999999	0	0	0		15583					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51772	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																		10000	0	0	0	0	0	0	0	0	0	0	100	0	0	scripts\Map\梦回稻香\quest\信物已失当如何.lua	梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--12700;下限经验--0;上限经验--22850;期望杀怪总数(供参考)--7个普通怪	0			2	0	0	0	7	0	0	0	0	0	-1	0	0	-1		0	0	0	0		0	0	0	0	0			0		0																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
15585	问计李复当如何	3708	0		0			95		247	51772				93						15584																																												247	51761												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																								10000														scripts\Map\梦回稻香\quest\欲求妙计问李复.lua	梦回稻香		0																		300						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--18个普通怪			1		0	0	0												0		0			0																															0																																																																																																
15586	灵药相助提功力	3708	0					95		247	51761				93						15691																																												247	51759												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																										149									1																																																																																																					10000														scripts\Map\梦回稻香\quest\消灭山贼.lua	梦回稻香		0																		300						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--18个普通怪	1		1		0	0	0												0		0			0																															0																																																																																																
15587	直捣营地会董龙	3708	0					95		247	51759				93						15586																																												247	51800												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576										1	1	1																																																																																																																												10000														scripts\Map\梦回稻香\quest\香山谷地.lua	梦回稻香		0																	2	600						参考经验--70100;下限经验--56100;上限经验--84150;期望杀怪总数(供参考)--19个普通怪	1		1	4	0	0	0												0		0			0																															0																																																																																																
15588	一己之力悻悻归	3708	0		0			95		247	51800				93						15587																																												247	51761												1048576									1048576									1048576									1048576									1048576									1048576									1048576									1048576																																																																																																																																								10000															梦回稻香		0																		150						参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--25个普通怪	0		1		0	0	0												0		0			0																															0																																																																																																
15589	匪贼凶恶计难施	3708	0	0	0	1	0	95	0	247	51761	0	0	0	93	999999999	0	0	0		15588					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51772	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0								1048576									1048576									1048576									1048576		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0						0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																														10000	0	0	0	0	0	0	0	0	0	0	100	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		150	5	0	0	0	0	参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--25个普通怪	0		1		0	0	0												0		0			0																															0																																																																																																
15590	闯荡江湖今日起	3708	0	0	0	1	0	95	0	247	51772	0	0	0	93	999999999	0	0	0		15589					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51772	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0																																																																																																				10000	0	0	0	0	0	0	0	0	0	0	100	0	0		梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		60	5	0	0	0	0	参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--28个普通怪	0		1	2	0	0	0	7	0	0	0	0	0	-1	0	0			0		0			0																															0																																																																																																
15591	千叮万嘱老村长	3708	0	0		1	0	95	0	247	51772	0	0	0	93	999999999	0	0	0		15590					0	0	86400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	51959	0	0	0	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	1	1	0	0	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0																																																														10000	0	0	0	0	0	0	0	0	0	0	100	0	0	scripts\Map\梦回稻香\quest\酌杯酒背井离乡.lua	梦回稻香	123	0		0	0	1	0	0	12	0	0	12	0	0	12	0	0	12		120	5	0	0	0	0	参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--26个普通怪	0		1	2	0	0	0	7	0	0	0	0	0	-1	0	0	-1		0		0			0																															0																																																																																																
15593	梦回稻香开关	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0														0											1																							0																																																																																																
15594	辉光流影	3795	0					110		247	52417				110						20077																																												247	52417																																																																																																														1				5	26810	1																																																																																																														梦回稻香																															0	0	0												0		0										1																								0																																																																																																
15614	山里猎蛇喂大雕	3708	0					95		247	51800				93						15586																																												247	52004					5	26826	4			51870																																																																																																																																																																																																									10000														scripts/Map/梦回稻香/quest/巧取蛇肉喂大雕.lua	梦回稻香		0																	2			4				参考经验--32400;下限经验--25950;上限经验--38900;期望杀怪总数(供参考)--26个普通怪					0	0	0														0																																		0																																																																																																
15615	结局标记·1·正常结局	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0												0		0											1																							0																																																																																																
15616	结局标记·2·易道殊途	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0												0		0											1																							0																																																																																																
15617	结局标记·3·铁血黎明	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0												0		0											1																							0																																																																																																
15618	结局标记·4·重写史篇	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0												0		0											1																							0																																																																																																
15619	结局标记·5·何必执着	3708	0			0		255		247					253																																																		247																																																																																																																																																																																																																																			梦回稻香		0																								计算失败！请正确填写任务等级(非负值)、经验奖励类型(非空)					0	0	0												0		0											1																							0																																																																																																
